px_code,description,price
45000089,HC TREAT WRIST FRACTURE,731.08
45000090,HC REPAIR FINGER TENDON,"1,819.55"
45000091,HC INCISION OF FINGER TENDON,"1,810.78"
45000092,HC METACARPAL W/O MANIPULATION,744.88
45000093,HC METACARPAL WITH MANIPULATION,"1,180.01"
45000094,HC TREAT THUMB FRACTURE,900.37
45000095,HC TREAT KNUCKLE DISLOCATION,746.13
45000096,HC PHALANGES SHAFT W/O MANIPULATION,806.32
45000097,HC PHALANGES SHAFT WITH MANIPULATION,"1,413.26"
45000098,HC CL TX ARTICULAR FRACTURE,806.32
45000099,HC PHALANGES DISTAL W/O MANIPULATION,806.32
45000100,HC PHALANGES DISTAL WITH MANIPULTION,"1,413.26"
45000101,HC TX INTERPHALANGEAL JOINT DISL,704.75
45000102,HC TX FINGER/THUMB W/MANIP,"1,711.71"
45000103,HC CLOSED TX PELVIC RING W/O MANIPULATION,657.1
45000104,HC CLOSED TX PELVIC RING WITH MANIPULATION,"2,536.84"
45000105,HC TREAT TAIL BONE FRACTURE,489.06
45000106,HC TREAT HIP SOCKET FRACTURE,455.96
45000107,HC FEMUR NECK W/O MANIPULATION,657.1
45000108,HC FEMUR NECK WITH MANIPULATION,964.52
45000109,HC FEMUR INTERTROCHANTERIC SUBTRO,657.1
45000110,HC TROCHANTERIC W/O MANIPULATION,657.1
45000111,HC CL TX HIP DISLOC W/O ANESTH,900.37
45000112,HC TREAT TOE DISLOCATION,657.1
45000113,HC TX HIP DISLOC W/O ANESTH,839.43
45000114,HC L TX POST HIP DISCLO W/ANESTH,"1,485.95"
45000115,HC FEMUR SHAFT W/O MANIPULATION,657.1
45000116,HC FEMUR SPRACONDYLAR W/O MANIP,612.62
45000117,HC FEMUR SHAFT WITH MANIPULATION,"1,881.11"
45000118,HC FEMUR SPRACONDYLAR WITH MANIP,964.52
45000119,HC FEMUR DISTAL W/O MANIPULATION,"1,037.06"
45000120,HC FEMUR DISTAL WITH MANIPULATION,984.4
45000121,HC TREAT THIGH FX GROWTH PLATE,657.1
45000122,HC TREAT KNEECAP FRACTURE,657.1
45000123,HC TREAT KNEE FRACTURE(S),659.6
45000124,HC TREAT KNEE DISLOCATION,657.1
45000125,HC TREAT KNEECAP DISLOCATION,657.1
45000126,HC TIBIA SHAFT WITHOUT MANIPULATION,702.64
45000127,HC TIBIA SHAFT WITH MANIPULATION,"1,881.11"
45000128,HC CLTX MEDIAL ANKLE FX,806.32
45000129,HC CLTX MED ANKLE FX W/MNPJ,"1,881.11"
45000130,HC FIBULA SHAFT/PROXIMAL W/O,707.26
45000131,HC FIBULA SHAFT/PROXIMAL WITH MAN,"2,017.69"
45000132,HC TREATMENT OF ANKLE FRACTURE W/O MALIP,806.32
45000133,HC TREATMENT OF ANKLE FRACTURE WITH MALIP,"1,186.66"
45000134,HC TREATMENT OF ANKLE FRACTURE,806.32
45000135,HC TREATMENT OF ANKLE FRACTURE,"1,186.66"
45000136,HC CLOSED FX ANKLE W/O MANIP,806.32
45000137,HC CLOSED FX ANKLE WITH MANIP,"1,185.49"
45000138,HC TREAT LOWER LEG FRACTURE,751.74
45000139,HC TREAT LOWER LEG FRACTURE,"1,881.11"
45000140,HC TREAT ANKLE DISLOCATION,657.1
45000141,HC REMOVAL OF FOOT FOREIGN BODY,871.53
45000142,HC TREATMENT OF HEEL FRACTURE,694.72
45000143,HC TREATMENT OF HEEL FRACTURE,"2,017.69"
45000144,HC TREATMENT OF ANKLE FRACTURE,657.1
45000145,HC TREATMENT OF ANKLE FRACTURE,978.12
45000146,HC TREAT METATARSAL FRACTURE,752.4
45000147,HC TREAT METATARSAL FRACTURE,"1,154.93"
45000148,HC TREAT BIG TOE FRACTURE,657.1
45000149,HC TREAT BIG TOE FRACTURE,"1,126.09"
45000150,HC TREATMENT OF TOE FRACTURE,657.1
45000151,HC TREATMENT OF TOE FRACTURE,"1,152.43"
45000152,HC TREAT SESAMOID BONE FRACTURE,545.49
45000153,HC TREAT TOE DISLOCATION,900.37
45000154,HC PARTIAL AMPUTATION OF TOE,"2,332.44"
45000155,HC APPLICATION OF FOREARM CAST,337.33
45000156,HC APPLY HAND/WRIST CAST,438.9
45000157,HC APPLY LONG ARM SPLINT,548
45000158,HC APPLY FOREARM SPLINT,529.19
45000159,HC APPLICATION OF FINGER SPLINT,539.22
45000160,HC APPLICATION OF LONG LEG CAST,515.39
45000161,HC STRAPPING OF KNEE,224.47
45000162,HC APPLICATION LONG LEG SPLINT,193.12
45000163,HC APPLICATION LOWER LEG SPLINT,179.32
45000164,HC WINDOWING OF CAST,420.09
45000165,HC DX LARYNGOSCOPY EXCL NB,"2,332.44"
45000166,HC TRACHEO EMER TRANSTRACH,"1,220.56"
45000167,HC TRACHEO EMER CRICOTHROID,"3,032.70"
45000168,HC INSERT NON-TUNNEL CV CATH < 5 AGE 5,"2,884.20"
45000170,HC CLOSED TX VERT FX W/MANJ,"1,881.11"
45000171,HC CHANGE GASTROSTOMY TUBE,627
45000172,HC SPINAL FLUID TAP DIAGNOSTIC,"1,424.54"
45000173,HC REPAIR TUNNELED CV CATH,"2,400.16"
45000174,HC INSERT NEEDLE BONE CAVITY,603.17
45000175,HC THROMBOLYTIC THERAPY STROKE,825
45000176,HC REPAIR LIP,897.86
45000177,HC REPAIR LIP,843.94
45000178,HC REPAIR MOUTH LACERATION,539.22
45000179,HC REPAIR TONGUE LACERATION,558.03
45000180,HC REPAIR TONGUE LACERATION,734.21
45000181,HC DRAINAGE OF GUM LESION,539.22
45000182,HC DRAINAGE OF TONSIL ABSCESS,548
45000183,HC REMOVE PHARYNX FOREIGN BODY,469
45000184,HC CONTROL THROAT BLEEDING,882.82
45000185,HC TX GASTRO INTUB W/ASP,669.64
45000186,HC TREATMENT OF PENIS LESION,515.39
45000187,HC DRAINAGE OF RECTAL ABSCESS,"1,423.29"
45000188,HC REDUCTION OF RECTAL PROLAPSE,571.82
45000189,HC INCISION OF RECTAL ABSCESS,"2,464.11"
45000190,HC INCISE EXTERNAL HEMORRHOID,469
45000191,HC DIAGNOSTIC ANOSCOPY,275.88
45000192,HC SC THER INFUSION UP TO 1 HR,457.71
45000193,HC CHANGE OF BLADDER TUBE,627
45000194,HC DRAINAGE OF GLAND ABSCESS,556.78
45000195,HC OBSTETRICAL CARE,"2,213.14"
45000196,HC TREAT ELBOW FRACTURE,"2,017.69"
45000197,HC DRAIN CEREBRO SPINAL FLUID,951.66
45000198,HC N BLOCK INJ FACIAL,397.52
45000199,HC REMOVE FOREIGN BODY FROM EYE,277.13
45000200,HC REMV FB CORNEAL W/O SLIT LAMP,469
45000201,HC REMV FB CORNEAL WITH  SLIT LAMP,469
45000202,HC DRAINAGE OF EYELID ABSCESS,469
45000203,HC REMOVE EYELID FOREIGN BODY,277.13
45000204,HC TREAT WRIST DISLOCATION,"1,034.55"
45000205,HC CLEAR OUTER EAR CANAL,329.8
45000206,HC NASOPHARYNGOSCOPY,225.72
45000207,HC HYDRATE IV INFUSION ADD-ON,220.7
45000208,HC THER/PROPH/DIAG IV INF INIT,521.66
45000209,HC THER/PROPH/DIAG IV INF ADDON,259.58
45000210,HC TX/PROPH/DG ADDL SEQ IV INF,235.75
45000211,HC THER/DIAG CONCURRENT INF,211.93
45000212,HC SC THER INFUSION ADDL HR,224.47
45000213,HC SC THER INFUSION RESET PUMP,224.47
45000214,HC THER/PROPH/DIAG INJ SC/IM,191.86
45000215,HC THER/PROPH/DIAG INJ IV PUSH,314.75
45000216,HC TX/PRO/DX INJ NEW DRUG ADDON,263.34
45000217,HC TX/PRO/DX INJ SAME DRUG ADON,263.34
45000218,HC MOD SED OTHER PHYS/QHP<5 YRS INITIAL 15 MIN,782.5
45000219,HC MOD SED OTHER PHYS/QHP 5/>YRS INITIAL 15 MIN,782.5
45000220,HC MOD SED OTHER PHYS/QHP EACH ADDL 15 MIN,391.25
45000221,HC EMERGENCY DEPT VISIT LEVEL I,438
45000222,HC EMERGENCY DEPT VISIT LEVEL II,751
45000223,HC EMERGENCY DEPT VISIT LEVEL III,"1,468.00"
45000224,HC EMERGENCY DEPT VISIT LEVEL IV,"3,100.00"
45000225,HC EMERGENCY DEPT VISIT LEVEL V,"3,820.00"
45000226,HC EMERGENCY DEPT VISIT LEVEL VI,"6,000.00"
45000227,HC FORENSIC MEDICAL EXAM (SANE),645.46
45000228,HC FORENSIC COLLECTION (RN),486.76
45000229,HC FORENSIC COLLECTION (SANE),645.46
45000233,HC STRAPPING KNEE,271.49
45000235,HC PLACMNT OF NEEDLE INTRAOSSEOUS,729.83
45000237,HC APPLY FOREARM SPLINT DYNAMIC,529.19
45000238,HC APPLICATION OF FINGER SPLINT DYNAMIC,575.59
45000241,HC ENDOTRACHEAL INTUBATION,702.64
45000242,HC CL TX HIP DISLOC W/O ANESTH,"1,661.55"
45000243,HC COMPLEX  LACERATION E REPAIR  EACH ADDL 5 CM OR LESS,469
45000244,HC CLOSED TREATMENT OF HUMERAL CONDYLAR FRACTURE,"1,259.02"
45000245,HC CLOSED TREATMENT OF ANKLE DISLOCATION,"1,492.26"
45000252,HC I & D FB MOUTH SIMPLE,539.22
45000253,HC CLOSED TX NOSE FX WITHOUT STABILIZATION,"1,630.20"
45000254,HC STRAPPING OF ANKLE AND OR FOOT,181.83
45000255,HC DEB SKIN BONE AT FX SITE,"1,169.98"
45000256,HC DEBRIDE NAIL 6 OR MORE,154.24
45000257,HC TREAT HUMERUS FRACTURE,405.04
45000258,HC CLTX POST ANKLE FX,299.71
45000259,HC NASAL/SINUS ENDOSCOPY SURG,"1,783.19"
45000260,"HC CLOSED TX OF METACARPOPHALANGEAL DISCL, SINGLE W MANIP/ANESTH","1,180.01"
45000261,HC DILATION OF RECTAL NARROWING,"2,060.32"
45000262,HC CHEMICAL CAUTERY TISSUE,181.83
45000263,HC INITIAL TREATMENT OF FIRST DEGREE BURN,259.6
45000264,HC REMOVAL OF FOREIGN BODY MUSCLE/TENDON,"2,072.40"
45000265,HC OPEN TREATMENT OF INTERPHALANGEAL JOINT DISCLOCAT,"5,469.20"
45000266,HC CLOSED TREATMENT OF TIBAL FRACTURE,"2,412.30"
45000267,HC CLOSED TREATMENT OF PATELLAR DISLOCATION W/ ANESTHESIA,522.5
45000268,HC APPLICATION OF CAST SHOULDER TO HAND,457.6
45000269,"HC NASAL ENDOSCOPY DIAGNOSTIC,UNILATERAL/BILATERAL",173.05
45000270,HC REPAIR OF BLOOD VESSEL DIRECT HAND/FINGER,"4,495.00"
45000271,HC REPAIR OF LIP LACERATION,"1,518.00"
45000273,HC TREAT HUMERUS FRACTURE W/O MANIP,522.5
45000274,HC TREAT WRIST DISCLOCATION WITH MANIP,"2,412.30"
45000275,HC TREAT HAND DISCLOCATION,522.5
45000276,HC AMPUTATION OF FINGER/THUMB,"3,202.10"
45000277,HC REPAIR BLOOD VESSEL LESION,"4,495.00"
45000278,HC REPAIR INTERMEDIATE S/A/T/E 20.1-30.0 CM,943.8
45000279,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 12.6-20 CM,497.2
45000280,HC ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/US,484
45000281,HC CL TX RDL SHFT FX&CLTX DISLC DSTL RAD/ULN JT,"2,249.02"
45000282,HC CLTX TIBIAL FX PROXIMAL W/O MANIPULATION,379.5
45000283,HC CL TREATMENT PST MALLEOLUS FRACTURE W/MANJ,"2,412.30"
45000284,HC REMOVAL FOREIGN BODY FOOT DEEP,"3,111.90"
45000285,HC REMOVAL/BIVALVING GAUNTLET BOOT/BODY CAST,457.6
45000286,HC RMVL FOREIGN BODY INTRANASAL LATERAL RHINOTOMY,"1,518.00"
45000287,HC EXC THROMBOSED HEMORRHOID XTRNL,"3,655.30"
45000288,HC NERVE BLOCK INJ OCCIPITAL,397.52
45000289,HC NERVE BLOCK INJ CERVICAL PLEXUS,397.52
45000290,HC PR REPAIR INTERMEDIATE F/E/E/N/L&/MUC 12.6-20.OCM,259.6
45000291,HC CLOSED TX OF PROXIMAL TIBIOFIBULAR JNT DISCL/REQ ANESTH,"1,180.01"
45000292,HC SMPL PR OF THE SUPERFICIAL WNDS FE/E/EN/L/M 20.1-30.0 CM,259.6
45000293,"HC REPAIR COMPLEX, SCALP,ARMS AND/OR LEGS 1.1-2.5 CM","1,057.12"
45000294,HC INSERT AND REMOVE BONE PIN,"5,903.83"
45000295,HC TREAT HUMERUS FRACTURE WITHOUT MANIP,425.11
45000296,HC DRAINAGE OF ARM BURSA,"3,248.98"
45000297,HC REMOVE FOREARM FOREIGN BODY,"3,586.44"
45000298,HC CL TREAT THUMB DISLOCATION WITH MANIP,585.62
45000299,HC TREAT KNEE DISLOCATION REQUIRING ANESTHESIA,"2,702.37"
45000300,HC TREAT MIDFOOT FRACTURE EACH WITHOUT MANIP,585.62
45000301,HC PLACE GASTROSTOMY TUBE,"4,880.57"
45000302,HC ANOSCOPY REMOVE FOR BODY,"1,855.92"
45000303,HC INCISE & DRAIN BLADDER,"3,461.76"
45000304,HC PREPUTIAL STRETCHING,509.12
45000305,HC DRAINAGE OF SCROTUM,"3,713.09"
45000306,HC TREAT VAGINAL BLEEDING,347.36
45000307,"HC COLPORRHAPHY, SUTURE OF INJ OF VAGINAL (NON OBSTETRICAL)","4,276.64"
45000308,HC TREATMENT OF MISCARRIAGE,"4,587.13"
45000309,HC N BLOCK LUMBAR/THORACIC,"1,442.10"
45000310,HC REVISE OCULAR IMPLANT,"5,426.30"
45000311,HC CLEAR OUTER EAR CANAL WITH GEN ANESTH,"2,321.15"
45000312,HC REMOVE NAIL PLATE ADD-ON,290.93
45000313,HC CLOSED TX OF HUMERAL CONDYLAR FRACTURE WITHOUT MANIP,585.62
45000314,HC TX OF SPONTANEOUS HIP LOC WITH MANIP REQ ANESTHESIA,"2,702.37"
45000315,"HC CLOSURE OF LACERATION, VESTIBULE OF MOUTH","1,700.42"
45000316,HC REMOVAL OF IMPACTED VAGINAL FOREIGN BODY,"4,276.64"
45000317,HC PRP SCALP/NECK/AX/GEN/TRNK > 30.0 CM,497.2
45000318,HC REMOVAL OF FOREIGN BODY IN MUSCLE OR TENDON SHEATH,"3,111.90"
45000319,HC ASPIRATE/INJ GANGLION CYST,492.8
45000320,HC INTRAORAL INCISION AND DRAINAGE OF MOUTH LESION,"3,557.40"
45000321,HC INC/DRAINAGE OF THROAT ABSCESS,"8,703.20"
45000322,HC REPAIR OF EYE SOCKET WOUND,"5,523.10"
45000323,HC REMOVE IMPACTED EAR WAX UNI,123.2
45000324,HC REPAIR VAGINA/PERINEUM,"3,818.10"
45000325,HC AMPUTATION OF TOE,"3,145.47"
45000326,HC TREAT FINGER FRACTURE EACH,513.35
45000327,HC INTMD RPR FACE/MM 20.1-30.0,255.2
45000328,HC REMOVAL FOREIGN BODY GUM,"3,494.70"
45000329,HC TREAT HUMERUS FRACTURE WITHOUT MANIPULATION,379.5
46000001,HC BREATHING CAPACITY TEST,759.24
46000002,HC EVALUATION OF WHEEZING,"1,279.08"
46000003,HC BRONCHIAL PROVOCATION,"1,834.26"
46000006,HC RESPIRATORY FLOW VOLUME LOOP,498
46000007,HC APNEA STUDY-CO2 BREATHING RESPONSE,564.3
46000008,HC HYPOXIA RESPONSE CURVE,563.16
46000009,HC SURFACTANT ADMIN THRU TUBE,495
46000010,HC SIX MINUTE WALK,535.8
46000011,HC PULMONARY STRESS TEST/COMPLEX,"2,155.74"
46000012,HC EXHALED AIR ANALYSIS,"2,033.76"
46000013,HC PULM FUNCT TST PLETHYSMOGRAP,498
46000014,HC PULM FUNCTION TEST BY GAS,799.14
46000015,HC CO/MEMBANE DIFFUSE CAPACITY,509.58
46000017,HC NONINV EAR/PULSE OXI MULT,177.84
46000019,HC CAPNOGRAPHY,625.86
46000020,HC PULMONARY STRESS TEST/SIMPLE,808.26
46000021,HC ETC02-EXHALED CARBON DIOXIDE TEST,625.86
47100001,HC BASIC VESTIBULAR EVALUATION,713.64
47100002,HC SPONTANEOUS NYSTAGMUS TEST,143.64
47100003,HC POSITIONAL NYSTAGMUS TEST,143.64
47100005,HC OPTOKINETIC NYSTAGMUS TEST,143.64
47100006,HC OSCILLATING TRACKING TEST,143.64
47100007,HC SINUSOIDAL ROTATIONAL TEST,160.74
47100008,HC SUPPLEMENTAL ELECTRICAL TEST,66.12
47100009,HC PURE TONE HEARING TEST AIR,46.74
47100010,HC PURE TONE AUDIOMETRY AIR,94.62
47100011,HC AUDIOMETRY AIR & BONE,232.56
47100013,HC SPEECH AUDIOMETRY COMPLETE,131.1
47100014,HC STENGER TEST PURE TONE,153.9
47100015,HC CONDITIONING PLAY AUDIOMETRY,225.72
47100016,HC AUDITOR EVOKE POTENT COMPRE-NEURO,"1,664.40"
47100017,HC AUDITOR EVOKE POTENT LIMIT,272.64
47100018,HC EVOKED AUDITORY TEST LIMITED,310.08
47100019,HC EVOKED AUDITORY TST COMPLETE,436.62
47100021,HC ABR EVALUATION LIMITED,362.52
47100022,"HC CALORIC VESTIBULAR TEST WITH RECORDING, BILATERAL; BITHERMAL",220
47100023,"HC CALORIC VESTIBULAR TEST WITH RECORDING, BILATERAL; MONOTHERMAL",220
48000001,HC INSERTION OF TEMPORARY TRANSVENOUS PACEMAKER,"8,127.00"
48000002,HC INS/REP TEMP PM D CHAMBER PACER/LEADS,"8,035.00"
48000003,HC INSERT 2 PACING LEADS PPM OR AICD,"15,485.00"
48000004,HC INS 1 ELECTRODE-PPM OR ICD,"14,830.00"
48000005,HC EP REPAIR SINGLE LD PPM OR ICD,"8,035.00"
48000006,HC REPAIR 2 LEADS PPM OR ICD,"8,035.00"
48000007,HC RELOCATE SKIN POCKET PPM,"16,911.00"
48000008,HC EP REVISE POCKET FOR DEFIB,"16,911.00"
48000009,HC EP REPOSITION L VENTRIC LEAD,"4,222.00"
48000010,HC EP REMOVE&REPLACE PM GEN SINGL,"31,081.00"
48000011,HC EP REMV&REPLC PM GEN DUAL LEAD,"31,737.00"
48000012,HC EP REMV&REPLC PM GEN MULT LEADS,"39,446.00"
48000013,HC EP INSRT PULSE GEN W/DUAL LEADS,"30,604.00"
48000014,HC EP INSRT PULSE GEN W/MULT LEADS,"30,604.00"
48000015,HC EP REMOVAL OF PM GENERATOR,"14,830.00"
48000016,HC REMOVAL OF PPM LEAD SINGLE A OR V,"14,830.00"
48000017,HC REMOVAL OF TRANSVENOUS PACEMAKER ELECTRODE DUAL LEAD SYSTEM,"15,485.00"
48000018,HC EP REMOVE PULSE GENERATOR,"14,830.00"
48000019,HC EP REMOVE ELTRD TRANSVEN,"14,830.00"
48000020,HC CARDIOVERSION ELECTRIC EXT PACU A,"1,759.36"
48000024,HC EP IMPLANT PAT-ACTIVE HT RECORD,"8,227.00"
48000025,HC EP REMOVE PAT-ACTIVE HT RECORD,"7,369.00"
48000026,HC IABP INSERTION,"2,726.00"
48000027,HC IABP REMOVAL,"2,408.93"
48000030,HC THROMBOENDARECTOMY W PATCH,"3,698.00"
48000031,HC INTRO NEEDLE CATH VEIN,"1,454.00"
48000033,HC THROMBOLYSIS ARTERIAL OR VENOUS CONCLUSION,"12,004.52"
48000034,HC INTRACRANIAL ANGIOPLASTY,"38,858.04"
48000035,HC RT HEART/LUNG RESUSCITATION CPR,"1,058.00"
48000036,HC TEMPORARY EXTERNAL PACING,"2,388.87"
48000037,HC CARDIOVERSION ELECTRIC EXT,"1,759.36"
48000038,HC EP CARDIOVERSION ELECTRIC INT,"1,702.00"
48000039,HC PRQ CORONARY MECH THROMBECT,"3,531.00"
48000040,HC THROMBOLYSIS CORONARY BY INTRACORONARY INFUSION,"12,358.00"
48000041,HC THROMBOLYSIS CORONARY BY INTRAVENOUS INFUSION,822
48000042,HC ENDOLUM IMAG COR/GR IVUS OR OCT; INIT VES,"6,609.90"
48000043,HC AORTIC VALVULOPLASTY,"21,146.00"
48000055,HC PM DEVICE EVAL IN PERSON,"12,286.92"
48000060,HC ICM/ILR REMOTE TECH SERV,123.2
48000061,HC ECHO TRANSTHORACIC WITHOUT CONTRAST,"1,933.80"
48000062,HC TTE W/DOPPLER COMPLETE WITHOUT CONTRAST,"2,571.80"
48000063,HC TTE 2D WITHOUT DOPPLER COMPLETE,998.8
48000064,HC TTE F-UP OR LMTD WITHOUT CONTRAST,816.2
48000065,HC ANES ECHO TRANSESOPHAGEAL,"2,173.60"
48000066,HC ECHO TRANSOPH ANOMOLI WITHOUT CONTRAST,"3,580.50"
48000067,HC DOPPLER ECHO EXAM HEART,565.4
48000068,HC ECHO PULSE WAVE/CONT LIMIT,815.1
48000069,HC DOPPLER COLOR FLOW ADD-ON,442.2
48000070,HC STRESS TTE ONLY,790.02
48000072,HC HEART FLOW RESERVE MEASURE INITIAL VESSEL,"4,734.40"
48000073,HC HEART FLOW RESERVE MEASURE ADD'L VESSEL,"4,734.40"
48000074,HC EP EVAL W/RA & RV PAC & REC,"6,976.00"
48000075,HC EP COMPREHENSIVE EP STUDY RA/RV,"14,891.00"
48000076,HC EP FOLLOW UP STUDY,"5,853.00"
48000077,HC INTRACARDIAC ECG (ICE),"4,180.00"
48000080,HC CARDIOVASCULAR PROCEDURE EMBOLIC PROTECTION SYSTEM,"1,478.58"
48000081,HC TTE 2D WITH DOPPLER COMPLETE WITH CONTRAST,"2,571.80"
48000082,HC INTRATHORACIC CAS OR INNOM STENT,"4,100.00"
48000086,HC REPOSITION PPM OR ICD RA OR RV ELECTRODE,"3,471.00"
48000087,HC PM/ICD REMOTE TECH SERV,102.6
48000088,HC STRESS ECHO BY MEDICATION W/O CONTRAST,"3,083.30"
48000090,HC MITRAL VAVULOPLASTY,"20,352.00"
48000091,HC PULMONARY  VALVULARPLASTY,"20,352.00"
48000092,HC ATRIAL SEPTOSTOMY,"4,500.00"
48000093,HC INS SWAN FOR MONITORING ONLY,"1,600.00"
48000094,HC LEFT ATRIAL APPENDAGE CLOSURE,"3,402.90"
48000096,HC PEDS ECHO-CONGENTIAL LIMITED,"1,933.80"
48000135,HC CV ECHO TRANSESPOHAGEAL ECHO W/O CONTRAST,"2,678.50"
48000136,HC VASC 37799 FF,"1,900.00"
48000138,HC PV PRIMARY ARTERIAL MECHANICAL THROMBECTOMY; INTIAL VESSEL,"4,422.78"
48000139,HC EXERCISE WITH REPEAT HEMODYNAMIC MEASURE - ADD ON,487.92
48000140,HC HEART/LUNG RESUSCITATION CPR,"1,058.00"
48000142,HC CV TRANESOPHAGEAL ECHO W/DEFINITY,"2,678.50"
48000143,HC DRUG ADMIN W/REP HEM MEASURE,428
48000152,HC EP DRAINAGE OF HEMATOMA/FLUID,"4,012.80"
48000154,HC AICD GEN & LEAD TEST AT IMPLANT,"4,130.22"
48000155,HC FEM POP BYPASS WO VEIN,"13,500.00"
48000156,HC MITRACLIP INSERTION INITIAL,"6,151.00"
48000157,HC MITRACLIP INSERTION ADDITIONAL,"1,221.00"
48000158,HC DRILL HOLES FOR VENTRICULOSTOMY,"2,461.00"
48000159,HC CARDIAC WOUND REPAIR WITHOUT BYPASS,"1,795.00"
48000160,HC RHC WITH IMPLANTATION OF WIRE PRESSURE SENSOR IN THE PULM ART INCL ANGIO,"6,356.53"
48000161,HC FEM-FEM BYBASS W GORTEX,"9,670.00"
48000163,HC PERICARDIAL WINDOW FOR DRAINGE,"3,630.00"
48000164,HC REPAIR LOWER EXTREMITY BLOOD VESSEL WITHOUT GRAFT,"2,922.00"
48000165,HC TUBE PERICARDIOSTOMY,"1,671.00"
48000166,HC ECMO/ECLS INSJ PRPH CANNULA PERCUTANEOUS,"18,489.00"
48000167,HC ECMO/ECLS INSJ PRPH CANNULA OPEN,"18,489.00"
48000168,HC ECMO/ECLS INSJ CTR CANNULA,"18,489.00"
48000169,HC THROMBOENDARTERECTOMY ILIAC ARTERY,"3,698.00"
48000170,"HC EXPLORATION, NO SURGICAL REPAIR W OR WO LYSIS,  ARTERY","4,416.00"
48000171,HC CYSTOURETHROSCOPY,"3,314.30"
48000172,HC REPAIR UPPER EXTREMITY BLOOD VESSEL,"4,495.00"
48000173,HC SUBCLAVIAN TO CAROTID TRANSPOSITION W TEVAR,"3,999.62"
48000174,HC TEE INTRAOP,"1,536.70"
48000175,HC TTE FOR CONGENITAL ANOMALIES COMPLETE WITH CONTRAST,"1,933.80"
48000176,HC TTE FOR CONGENITAL ANOMALIES FOLLOW-UP OR LIMITED WITH CONTRAST,"1,933.80"
48000177,HC TTE 2D WITHOUT DOPPLER COMPLETE WITH CONTRAST,998.8
48000178,HC TTE 2D FOLLOW-UP OR LIMITED WITH CONTRAST,816.2
48000179,HC ECHO TRANSOPH ANOMOLI WITH CONTRAST,"3,580.50"
48000180,HC TEE WITH CONTRAST INTRAOP,"1,536.70"
48000181,HC ILIAC EXPOSURE W CONDUIT FOR EVAR/TEVAR,"2,871.52"
48000182,HC STRESS ECHO BY MEDICATION WITH CONTRAST,"3,083.30"
48000183,HC OPEN AVR W BYPASS; PROSTHETIC VALVE,"6,553.00"
48000184,"HC INSERT OR REPLACE PERM LEADLESS PACEMAKER, VENTRICULAR","29,564.00"
48000185,"HC REMOVAL PERM LEADLESS PACEMAKER, VENTRICULAR","4,721.00"
48000186,HC ENDOMYOCARDIAL BIOPSY,"4,722.00"
48000187,HC EXPLORATORY CHEST FOR HEMORRHAGE,"2,300.00"
48000188,HC ENDOVAS AAA REPR AORTO-AORTIC NOT RUPTURE,"19,236.00"
48000189,HC ENDOVAS AAA REPR AORTO-AORTIC RUPTURE,"19,236.00"
48000190,HC ENDOVAS AAA REPR AORTO-UNI-ILIAC NOT RUPTURED,"20,268.00"
48000191,HC ENDOVAS AAA REPR AORTO-UNI-ILIAC RUPTURED,"20,268.00"
48000192,HC ENDOVAS AAA REPR AORTO-BI-ILIAC NOT RUPTURED,"36,852.59"
48000193,HC ENDOVAS AAA REPR AORTO-BI-ILIAC RUPTURED,"36,852.59"
48000194,HC ENDOVAS REPR ILIO-ILIAC ART NOT RUPTURED,"4,910.30"
48000195,HC ENDOVAS REPR ILIO-ILIAC ART RUPTURED,"4,910.30"
48000196,HC ENDOVAS EXTEN PER VESSEL ADD-ON,"8,007.00"
48000197,HC DELAYED PLACE ENDOVASC EXT INIT VESS,"8,007.00"
48000198,HC DELAYED PLACE ENDOVASC EXT EA ADDL VESS,"2,845.00"
48000199,HC FEM ART ACCESS AND CLOSURE ENDOGRAFT UNILATERAL,"1,097.00"
48000200,HC OPEN FEM EXP W CONDUIT FOR ENDOGRAFT/CAB UNILATERAL,"2,300.00"
48000201,HC OPEN AX/SUBCL ARTERY EXP FOR ENDOGRAFT/CAB UNILATERAL,"2,300.00"
48000202,HC OPEN AX/SUBCL EXP W CONDUIT FOR ENDOGRAFT OR CAB UNILATERAL,"2,800.00"
48000203,HC TRANSCATHETER MITRAL VALVE IMPLANTATION/REPLACEMENT; PERCUTANEOUS,"77,709.00"
48000204,HC TRANSCATHETER MITRAL VALVE IMPLANTATION/REPLACEMENT; TRANSTHORACIC,"77,709.00"
48000205,HC DIALYSIS CIRCUIT MECH THROMBECT AND/OR THROMBOLYSIS INCL IMAGING,"10,170.00"
48000206,HC TWIST DRILL HOLES FOR EVAC-DRAIN SUBDURAL HEMATOMA,"3,278.00"
48000207,"HC FEM-TIB BYPASS, OTHER THAN VEIN","4,200.00"
48100001,HC INTRATHORACIC VERTERBRAL STENT,"17,118.35"
48100002,HC INTRATHORACIC VERTERBRAL STENT ADD'L VESSEL,"4,785.26"
48100004,HC TRLUML PERIP ATHRC RENAL ART,"14,185.25"
48100005,HC TRLUML PERIP ATHRC VISCERAL,"14,185.25"
48100007,HC ILIAC ATHERECTOMY,"14,185.25"
48100010,HC PERICARDIOCENTESIS,"1,686.00"
48100011,HC EP INSERT HEART PM ATRIAL,"21,490.00"
